# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct 29 14:40:52 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_prad,koi_srad
6042,5471192,K06009.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.426288900,18.76400,94.2,1.23,1.0920
6043,5471217,K06010.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.424747000,25.24000,139.0,1.35,0.8260
6044,5471769,K06011.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.425570500,28.88000,139.4,1.37,0.8270
6045,5471770,K06012.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.426173000,30.64000,115.1,2.67,1.3570
6046,5556804,K06013.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.424430600,26.15000,214.1,1.59,0.7910
6047,5597970,K06014.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,6.717383280,3.60057,164979.0,37.65,0.9360
6048,5643492,K06015.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,41.865397230,6.66300,4309.3,31.14,0.7880
6049,5795648,K06016.01,CANDIDATE,CANDIDATE,0.8020,0,1,0,0,4.553370029,3.22090,23692.1,25.84,1.1090
6050,5961350,K06017.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.262652179,2.85554,22650.6,35.99,1.5490
6051,5979863,K06018.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,16.621853404,3.91517,55296.7,22.32,0.9070
6052,6117415,K06019.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,19.741616041,3.07231,88821.5,82.98,1.5290
6053,6128027,K06020.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.455766383,2.89230,104538.0,28.20,0.6940
6054,6146418,K06021.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,22.446207040,7.54910,1626.8,58.20,1.7770
6055,6150977,K06022.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.765621941,2.31910,8342.2,34.42,0.8280
6056,6182019,K06023.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0,3.664964374,3.90580,90827.0,30.98,0.9870
6057,6191945,K06024.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,6.807284200,1.94770,14578.0,31.15,1.8240
6058,6209347,K06025.01,FALSE POSITIVE,FALSE POSITIVE,0.0340,0,1,0,0,2.136577151,2.46820,79078.0,43.89,0.9050
6059,6268722,K06026.01,FALSE POSITIVE,FALSE POSITIVE,0.0050,0,1,0,0,2.638432816,2.42989,48488.0,49.77,1.7530
6060,6301030,K06027.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,11.991000357,6.46480,375940.0,78.78,1.1300
6061,6606934,K06028.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,37.806940720,3.84264,106334.0,72.01,1.1050
6062,6614926,K06029.01,FALSE POSITIVE,FALSE POSITIVE,0.0190,0,1,0,0,3.026764871,4.32532,66719.9,26.36,1.0100
6063,6628237,K06030.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0,3.840130917,2.89510,60401.0,33.44,1.0120
6064,6694186,K06031.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.554227226,4.77434,142313.0,31.71,0.8430
6065,6934587,K06032.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.570919281,3.22320,65124.0,59.12,1.1620
6066,7219906,K06033.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,35.089769020,3.96230,5754.6,33.10,0.8460
6067,7257373,K06034.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.233450136,8.57374,430422.0,70.33,0.9770
6068,7295570,K06035.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.603701100,2.99400,16112.0,66.94,1.5470
6069,7362852,K06036.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.518356021,6.90375,316750.0,64.49,0.9890
6070,7373877,K06037.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,32.669962587,3.58100,365.4,1.37,0.7410
6071,7436177,K06038.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,19.933647110,8.61220,174830.0,75.88,1.2900
6072,7537945,K06039.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.071911311,3.85590,9817.8,40.32,0.9330
6073,7624297,K06040.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,18.019651402,5.08572,176998.0,31.77,0.6590
6074,7695093,K06041.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.032762189,4.14212,119350.0,35.22,0.9620
6075,7749318,K06042.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.371589507,3.51160,235104.0,88.22,0.6010
6076,7777397,K06043.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,5.091121240,2.15900,115.1,3.58,3.2930
6077,7830321,K06044.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.027383251,1.55280,3856.2,31.12,0.8750
6078,7841986,K06045.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,10.733707370,7.67060,6155.3,18.70,2.0030
6079,7877820,K06046.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,9.449438672,5.54790,12867.3,60.59,1.4310
6080,7914906,K06047.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,8.752913958,3.45460,41770.0,119.91,2.6240
6081,8019043,K06048.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.985586627,2.53163,72584.2,105.22,3.2190
6082,8019043,K06048.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.804895370,0.92000,,,
6083,8023317,K06049.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,16.579028045,7.80300,37979.8,49.01,2.3000
6084,8121067,K06050.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.064900876,6.87690,10939.4,38.19,0.9010
6085,8153568,K06051.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.607274170,14.08410,841897.0,221.55,1.7850
6086,8167938,K06052.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,2.565717939,1.70840,1941.7,180.80,4.7120
6087,8167978,K06053.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,22.052745330,5.59240,13857.7,32.56,0.7410
6088,8168581,K06054.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.881338104,3.59430,2533.7,31.58,0.8800
6089,8230809,K06055.01,FALSE POSITIVE,FALSE POSITIVE,0.4290,0,1,0,0,4.078355243,6.46490,36133.0,16.73,0.8670
6090,8364115,K06056.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,7.735904410,4.43890,465.3,21.30,0.8600
6091,8458207,K06057.01,FALSE POSITIVE,FALSE POSITIVE,0.0180,0,1,0,0,3.530164642,4.11466,69923.0,35.71,1.3440
6092,8580438,K06058.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,6.496031958,5.21924,108889.0,32.33,0.9880
6093,8581232,K06059.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,4.012537983,2.01010,19796.0,9.96,0.6300
6094,8655458,K06060.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.594162001,5.49580,9876.3,26.11,0.8850
6095,8695779,K06061.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.238939876,3.48510,3153.1,22.09,1.8070
6096,8953059,K06062.01,FALSE POSITIVE,FALSE POSITIVE,0.0080,0,1,0,0,5.499941387,5.13390,40110.4,23.34,1.1570
6097,9048145,K06063.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,8.667826242,5.06514,43491.0,37.51,1.5380
6098,9214712,K06064.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,265.299622700,8.84520,100158.0,33.81,0.8630
6099,9214712,K06064.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,0,0,265.299451000,4.56300,4946.0,7.10,0.8630
6100,9214715,K06065.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,265.299962300,8.85770,31778.0,25.56,0.9970
6101,9214715,K06065.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,1,1,265.310499000,4.01300,1530.0,4.69,0.9970
6102,9221398,K06066.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,13.787520532,2.55435,12978.3,25.33,1.2890
6103,9411317,K06067.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,8.290459700,2.60020,173007.0,23.96,0.5660
6104,9418619,K06068.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,6.150251376,1.68923,2128.7,100.03,2.8670
6105,9532123,K06069.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,8.214204254,4.59050,74177.0,42.29,0.7740
6106,9549471,K06070.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,15.713773750,7.46400,9482.0,10.85,0.9600
6107,9649222,K06071.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.918619554,3.94804,94124.0,29.98,0.9710
6108,9664215,K06072.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.319523463,3.34650,38832.0,38.37,0.7910
6109,9714358,K06073.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,6.474202359,3.35989,203491.0,28.96,0.6240
6110,9851123,K06074.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,8.480304800,7.53480,2672.9,4.13,0.8120
6111,9966115,K06075.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,8.947426242,4.89701,85995.2,45.87,1.5060
6112,10026458,K06076.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,9.934437950,8.09800,2750.0,35.54,0.9980
6113,10139305,K06077.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.173552528,1.61070,3026.0,23.51,0.5940
6114,10288922,K06078.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,10.157715971,2.95260,9520.1,42.27,0.9860
6115,10659313,K06079.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,15.249335907,3.82224,34565.1,45.92,1.1890
6116,10710755,K06080.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.816610903,3.82353,80226.0,26.15,0.9040
6117,10727668,K06081.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.305903447,3.38280,23268.7,39.04,2.4920
6118,10735519,K06082.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.814128042,3.06460,2063.6,426.98,12.8990
6119,10935310,K06083.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.128795314,2.77100,154870.0,52.00,1.0830
6120,11021252,K06084.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.269176601,2.72330,59095.0,164.61,1.0150
6121,11404644,K06085.01,FALSE POSITIVE,FALSE POSITIVE,0.0190,0,1,0,0,5.902596818,5.57110,54894.0,25.80,1.0940
6122,11408935,K06086.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,15.995094054,8.45037,44315.3,17.09,0.8050
6123,11519226,K06087.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,22.161271780,3.69900,5259.0,69.44,1.7450
6124,11756821,K06088.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.745121487,2.98450,14608.0,9.55,0.6580
6125,11769146,K06089.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,282.965653800,21.42590,467860.0,71.61,0.9590
6126,11812199,K06090.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,37.320309540,6.96160,4325.0,36.96,0.9400
6127,11826400,K06091.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.889372452,4.94674,56841.0,50.78,2.0710
6128,12010534,K06092.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.581595167,4.91530,171132.0,40.94,0.9890
6129,2019477,K06093.01,FALSE POSITIVE,FALSE POSITIVE,0.2830,0,0,1,0,20.573611300,11.22200,76.0,3.86,4.5240
6130,2019477,K06093.02,CANDIDATE,CANDIDATE,0.4790,0,0,0,0,27.249752100,11.60900,102.0,4.49,4.5240
6131,2161623,K06094.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.283466438,7.79990,864260.0,218.79,1.7190
6132,2707097,K06095.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.692807507,1.49242,25338.3,46.44,1.0000
6133,2719873,K06096.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,17.279290765,5.07591,164308.0,27.66,0.6580
6134,2997455,K06098.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.129848432,2.07578,4658.5,120.13,7.1020
6135,3003991,K06099.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,7.244778994,3.38730,99147.1,25.68,0.7880
6136,3229028,K06100.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,0.730964241,2.48300,44.0,0.99,1.4630
6137,3230787,K06101.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,17.734020239,7.27595,186680.0,93.52,1.5540
6138,3634051,K06103.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,453.542120000,17.02600,861.0,9.23,3.0060
6139,3634051,K06103.02,CANDIDATE,CANDIDATE,0.7550,0,0,0,0,122.805441600,2.66300,313.0,118.62,3.0060
6140,3761319,K06104.01,CANDIDATE,CANDIDATE,0.2280,0,0,0,0,16.248086500,8.23200,438.7,2.38,0.9230
6141,4035675,K06107.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.873657901,2.10540,43895.0,110.29,2.2870
6142,4144236,K06109.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,22.913446297,4.11699,251835.0,81.61,1.2970
6143,4150701,K06110.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,8.653156020,2.62700,417.5,1.37,0.6960
6144,4285087,K06112.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.243015737,4.31675,277946.0,92.34,1.4440
6145,4346875,K06113.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.694218481,4.53365,175471.0,35.81,0.7870
6146,4459068,K06114.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,24.955998503,2.76331,4856.1,36.91,3.0180
6147,4547480,K06116.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.426942241,1.61160,2896.6,5.43,0.7460
6148,4737267,K06117.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,9.524076544,10.48910,198399.0,151.00,3.3710
6149,4740676,K06119.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.454241684,4.69505,88194.9,75.11,2.4330
6150,4742420,K06120.01,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,90.097375000,12.69700,282.6,1.70,1.0080
6151,4826439,K06121.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.237147407,7.06623,435364.0,106.18,1.4490
6152,4933476,K06122.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.286196710,1.11400,137.2,1.27,0.9260
6153,4990977,K06123.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.649026189,2.46980,52172.0,32.70,0.9880
6154,5034333,K06124.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,6.932281325,11.03010,6405.9,90.57,2.1680
6155,5039441,K06125.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0,2.151384476,3.34471,263861.0,66.20,1.2570
6156,5121173,K06126.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,17.435221800,51.66600,603.3,67.91,2.6410
6157,5385548,K06128.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.425550550,28.49200,409.0,3.79,1.4230
6158,5385778,K06129.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.425922470,31.50000,8707.6,79.21,6.9520
6159,5428657,K06130.01,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,1.542874340,1.11210,401.4,1.05,0.5390
6160,5629353,K06132.01,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,33.320090800,6.52650,6186.9,13.00,1.6510
6161,5629353,K06132.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.584424100,3.91800,1005.0,5.83,1.6510
6162,5629353,K06132.03,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,11.867172000,4.81500,595.6,4.03,1.6510
6163,5738698,K06134.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.404386969,7.40348,313168.0,79.72,1.2100
6164,5768927,K06135.01,FALSE POSITIVE,FALSE POSITIVE,0.0210,0,1,0,0,4.390513938,2.94720,46829.0,41.83,1.4540
6165,5814635,K06136.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,3.869638220,2.29000,,,
6166,5816144,K06137.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,12.497059900,3.87700,180.0,1.44,1.0210
6167,5816144,K06137.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,7.384681000,3.54800,142.8,1.22,1.0210
6168,5817566,K06138.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0,4.206070484,10.69880,119812.0,172.66,3.1850
6169,5952403,K06139.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,0.905677864,2.24320,3670.4,325.51,7.5530
6170,5955321,K06140.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,11.637858887,11.88510,427948.0,77.01,1.0580
6171,6197038,K06144.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,9.751720174,16.19370,332900.0,182.09,3.1450
6172,6221385,K06145.01,CONFIRMED,CANDIDATE,0.9370,0,0,0,0,19.672324000,4.81200,649.9,4.07,1.4850
6173,6221385,K06145.02,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,32.657035000,5.95300,620.4,3.73,1.4850
6174,6221385,K06145.03,CANDIDATE,CANDIDATE,0.8020,0,0,0,0,7.313845400,2.27300,247.7,2.73,1.4850
6175,6362386,K06146.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.592401261,4.96038,87426.1,52.18,1.7240
6176,6449358,K06147.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.776794344,6.33505,121544.0,129.20,3.6010
6177,6674908,K06149.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.503199724,1.11700,275.6,1.06,0.6300
6178,6967278,K06152.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,395.073330000,7.84400,645.1,230.33,98.3800
6179,7108433,K06153.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.519183350,5.45573,499989.0,128.17,1.6980
6180,7129465,K06155.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.745910734,4.02594,286812.0,61.16,0.9600
6181,7174617,K06156.01,CANDIDATE,CANDIDATE,0.8690,0,1,0,0,1.608363345,2.19880,96134.0,19.36,0.5890
6182,7422883,K06159.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,11.414375050,6.27600,45966.0,44.08,1.5200
6183,7622059,K06161.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,10.403239900,23.85000,1056.2,51.47,1.4360
6184,7750740,K06162.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.874197307,4.26585,205698.0,59.20,1.0830
6185,7779942,K06163.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,19.795973100,5.34200,334.0,3.47,1.8760
6186,7835312,K06164.01,CANDIDATE,CANDIDATE,0.9590,0,0,0,0,29.512615300,6.31400,188.2,1.84,1.3510
6187,7838906,K06165.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,5.614892073,3.72940,2373.0,1192.79,35.6950
6188,7838906,K06165.02,FALSE POSITIVE,FALSE POSITIVE,0.0010,1,0,0,0,35.426182700,4.39300,317.6,153.72,35.6950
6189,7908367,K06166.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.206430400,2.40700,1337.2,5.41,1.5140
6190,7908367,K06166.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.651318900,2.13500,1058.4,4.81,1.5140
6191,7940533,K06167.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.905532605,6.80910,73081.0,21.37,0.7980
6192,8043882,K06169.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.779609509,4.01300,88.5,1.07,1.0700
6193,8095099,K06171.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.103239235,7.08365,314928.0,64.15,0.9650
6194,8197761,K06175.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,9.868695890,2.87600,5915.0,21.68,1.7170
6195,8265156,K06177.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,0.978362973,1.20600,37.1,1.04,1.6710
6196,8355178,K06178.01,CANDIDATE,CANDIDATE,0.9890,0,0,0,0,13.032730100,3.90200,242.3,1.64,0.9960
6197,8374077,K06179.01,CANDIDATE,CANDIDATE,0.9790,0,0,0,0,16.295784700,5.16000,409.8,2.13,1.0120
6198,8517303,K06181.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,24.073377500,19.61200,1325.7,27.78,6.0550
6199,8590149,K06182.01,CANDIDATE,CANDIDATE,0.5600,0,0,0,0,19.240582100,4.99000,207.4,1.19,0.8480
6200,8590780,K06183.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.326946311,5.55905,409031.0,106.99,1.5010
6201,8653134,K06186.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.342641430,2.45300,691.3,1.72,0.6700
6202,8702921,K06187.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,19.384442450,20.58990,3372.0,28.30,5.0260
6203,8822421,K06188.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,1.645319649,1.63500,1082.0,2.46,0.7560
6204,8957954,K06189.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.179924994,4.87581,253149.0,60.99,0.9660
6205,8984706,K06190.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.135401047,5.68310,256062.0,89.16,1.4150
6206,9093086,K06191.01,CANDIDATE,CANDIDATE,0.6900,0,0,0,0,9.704337900,3.51500,129.0,1.19,1.0440
6207,9093086,K06191.02,CANDIDATE,CANDIDATE,0.7370,0,0,0,0,12.771382600,3.34700,141.8,1.26,1.0440
6208,9101400,K06192.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.829019343,4.84010,278264.0,90.08,1.3280
6209,9119652,K06193.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.108099900,3.35420,380934.0,124.19,1.7690
6210,9145861,K06194.01,CANDIDATE,CANDIDATE,0.9540,0,0,0,0,42.294739000,34.63000,254.2,140.14,7.8490
6211,9153823,K06195.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,1.444486083,1.43700,980.7,1.73,0.5590
6212,9282687,K06196.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.680425996,5.45480,277249.0,102.31,1.6290
6213,9291629,K06198.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,20.686460198,37.74240,136154.0,184.22,5.1450
6214,9343862,K06201.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.123258617,4.27355,377575.0,150.94,2.1700
6215,9394605,K06203.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,0.876831820,1.96000,,,
6216,9471755,K06204.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.953734449,1.76160,1240.4,47.65,1.4600
6217,9479460,K06205.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.073873563,6.56050,603811.0,274.78,3.3730
6218,9549472,K06206.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,15.713787218,11.31220,60384.4,27.64,1.0060
6219,9576197,K06207.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,7.964440392,9.17010,68454.0,18.98,0.7360
6220,9579860,K06208.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,2.151214629,2.22600,332.6,14.54,8.1790
6221,9655711,K06209.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,12.714363500,3.10100,524.8,2.20,0.9620
6222,9655711,K06209.02,CANDIDATE,CANDIDATE,0.6120,0,0,0,0,7.729669410,2.09100,426.7,2.10,0.9620
6223,9767392,K06211.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.457256942,6.51381,364905.0,98.16,1.4160
6224,9774400,K06212.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.818248422,18.28480,13695.9,11.71,0.8940
6225,9839081,K06213.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,2.559236603,1.67060,11273.0,37.66,0.8830
6226,10200627,K06217.01,CANDIDATE,CANDIDATE,0.9560,0,0,0,0,7.701669400,10.89800,155.7,4.44,3.6080
6227,10228942,K06219.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,21.025447023,6.52216,115743.0,135.84,2.4380
6228,10341878,K06220.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,0.933753371,4.43800,47.3,1.44,2.0560
